viajes,max_temperature_c,mean_temperature_c,min_temperature_c,max_dew_point_c,mean_dew_point_c,min_dew_point_c,max_humidity,mean_humidity,min_humidity,max_sea_level_pressure_cm,mean_sea_level_pressure_cm,min_sea_level_pressure_cm,max_visibility_km,mean_visibility_km,min_visibility_km,max_wind_Speed_kmh,mean_wind_speed_kmh,max_gust_speed_kmh,precipitation_cm,cloud_cover,wind_dir_degrees,Fog,Fog-Rain,Normal,Rain,Rain-Thunderstorm,date,business_day,holiday,year,month,weekday
625,15.0,12.7777777778,10.5555555556,13.3333333333,11.6666666667,8.33333333333,93.0,90.0,86.0,76.0476,75.946,75.819,16.0934,14.48406,6.43736,35.40548,11.26538,24.0,1.6002,7.0,239.0,0,0,0,1,0,2013-11-20,1,0,2013,11,2
1102,16.6666666667,13.3333333333,10.0,9.44444444444,5.55555555556,0.0,93.0,64.0,35.0,76.1746,76.0476,75.9714,16.0934,16.0934,14.48406,51.49888,17.70274,39.0,0.0,5.0,349.0,0,0,0,1,0,2013-11-21,1,0,2013,11,3
995,20.5555555556,17.2222222222,13.8888888889,3.88888888889,0.0,-3.88888888889,40.0,30.0,19.0,76.2762,76.1238,75.9714,16.0934,16.0934,16.0934,41.84284,22.53076,32.0,0.0,1.0,47.0,0,0,1,0,0,2013-11-22,1,0,2013,11,4
525,18.3333333333,14.4444444444,10.0,7.22222222222,3.33333333333,-0.555555555556,71.0,50.0,28.0,76.4794,76.3016,76.1238,16.0934,16.0934,16.0934,35.40548,8.0467,32.0,0.0,0.0,79.0,0,0,1,0,0,2013-11-23,0,0,2013,11,5
348,15.5555555556,11.6666666667,7.22222222222,9.44444444444,6.11111111111,3.88888888889,86.0,70.0,53.0,76.8604,76.6826,76.5048,16.0934,16.0934,16.0934,14.48406,4.82802,10.0,0.0,0.0,319.0,0,0,1,0,0,2013-11-24,0,0,2013,11,6
1019,16.1111111111,11.6666666667,6.66666666667,7.77777777778,6.11111111111,3.33333333333,86.0,70.0,53.0,77.0382,76.9112,76.835,16.0934,16.0934,14.48406,11.26538,3.21868,10.0,0.0,1.0,180.0,0,0,1,0,0,2013-11-25,1,0,2013,11,0
1004,16.6666666667,12.7777777778,8.33333333333,8.33333333333,6.66666666667,3.88888888889,86.0,65.0,43.0,76.8858,76.6064,76.3016,16.0934,14.48406,9.65604,11.26538,3.21868,8.0,0.0,5.0,100.0,0,0,1,0,0,2013-11-26,1,0,2013,11,1
720,16.6666666667,12.7777777778,8.88888888889,9.44444444444,7.22222222222,5.0,86.0,69.0,52.0,76.2762,75.9968,75.819,16.0934,14.48406,11.26538,11.26538,1.60934,7.0,0.0,5.0,137.0,0,0,1,0,0,2013-11-27,1,0,2013,11,2
272,18.8888888889,14.4444444444,9.44444444444,10.5555555556,6.66666666667,2.77777777778,83.0,64.0,44.0,76.4032,76.0984,75.8952,16.0934,14.48406,11.26538,25.74944,6.43736,18.0,0.0,3.0,280.0,0,0,1,0,0,2013-11-28,0,1,2013,11,3
384,16.6666666667,12.2222222222,7.77777777778,10.5555555556,7.22222222222,3.33333333333,77.0,70.0,63.0,76.7588,76.581,76.4286,16.0934,16.0934,14.48406,38.62416,4.82802,28.0,0.0,0.0,316.0,1,0,0,0,0,2013-11-29,1,0,2013,11,4
307,17.2222222222,12.2222222222,7.22222222222,10.5555555556,8.33333333333,5.0,93.0,79.0,65.0,76.9112,76.835,76.6826,16.0934,9.65604,0.0,24.1401,6.43736,20.0,0.0,3.0,303.0,1,0,0,0,0,2013-11-30,0,0,2013,11,5
329,19.4444444444,13.8888888889,7.77777777778,10.0,7.77777777778,5.0,86.0,66.0,46.0,77.089,76.8858,76.7588,16.0934,16.0934,14.48406,22.53076,6.43736,16.0,0.0,1.0,308.0,0,0,1,0,0,2013-12-01,0,0,2013,12,6
878,16.6666666667,12.2222222222,7.77777777778,12.2222222222,9.44444444444,6.66666666667,96.0,80.0,64.0,76.7588,76.454,76.1746,16.0934,12.87472,0.0,53.10822,22.53076,38.0,0.0,5.0,277.0,0,1,0,0,0,2013-12-02,1,0,2013,12,0
917,13.3333333333,10.5555555556,7.77777777778,12.2222222222,3.33333333333,-3.88888888889,93.0,69.0,45.0,76.1492,75.9968,75.8698,16.0934,16.0934,6.43736,38.62416,22.53076,31.0,0.0,4.0,285.0,0,0,1,0,0,2013-12-03,1,0,2013,12,1
992,11.1111111111,7.77777777778,3.88888888889,-0.555555555556,-3.33333333333,-6.11111111111,62.0,46.0,30.0,76.4286,76.3016,76.0984,16.0934,16.0934,16.0934,22.53076,8.0467,16.0,0.0,0.0,309.0,0,0,1,0,0,2013-12-04,1,0,2013,12,2
936,10.5555555556,6.11111111111,1.66666666667,-0.555555555556,-4.44444444444,-7.77777777778,64.0,45.0,26.0,76.6572,76.5556,76.4286,16.0934,16.0934,16.0934,19.31208,6.43736,14.0,0.0,0.0,196.0,0,0,1,0,0,2013-12-05,1,0,2013,12,3
727,11.6666666667,7.22222222222,2.77777777778,8.88888888889,2.77777777778,-0.555555555556,80.0,65.0,50.0,76.6826,76.454,76.0476,16.0934,16.0934,9.65604,48.2802,14.48406,43.0,0.7366,6.0,180.0,0,0,0,1,0,2013-12-06,1,0,2013,12,4
277,11.1111111111,7.22222222222,3.33333333333,8.88888888889,0.0,-4.44444444444,89.0,63.0,36.0,76.835,76.4286,76.0476,16.0934,16.0934,4.82802,46.67086,20.92142,36.0,0.1524,3.0,293.0,0,0,0,1,0,2013-12-07,0,0,2013,12,5
274,8.33333333333,5.55555555556,2.22222222222,-0.555555555556,-4.44444444444,-8.33333333333,70.0,53.0,36.0,77.0382,76.9112,76.8096,16.0934,16.0934,16.0934,35.40548,16.0934,24.0,0.0,2.0,64.0,0,0,1,0,0,2013-12-08,0,0,2013,12,6
807,11.1111111111,6.66666666667,2.22222222222,-0.555555555556,-5.0,-7.77777777778,70.0,49.0,28.0,77.2922,77.1398,77.0128,16.0934,16.0934,16.0934,32.1868,12.87472,23.0,0.0,0.0,113.0,0,0,1,0,0,2013-12-09,1,0,2013,12,0
878,11.1111111111,6.11111111111,1.11111111111,1.66666666667,-1.11111111111,-2.77777777778,70.0,56.0,42.0,77.216,76.962,76.7588,16.0934,16.0934,16.0934,16.0934,4.82802,13.0,0.0,2.0,138.0,0,0,1,0,0,2013-12-10,1,0,2013,12,1
903,13.8888888889,8.88888888889,3.33333333333,2.22222222222,0.0,-2.77777777778,85.0,60.0,35.0,76.835,76.7334,76.6572,16.0934,16.0934,16.0934,22.53076,4.82802,16.0,0.0,1.0,130.0,0,0,1,0,0,2013-12-11,1,0,2013,12,2
966,12.2222222222,7.77777777778,3.33333333333,6.66666666667,1.66666666667,-1.66666666667,86.0,67.0,48.0,76.8858,76.7842,76.6572,16.0934,16.0934,11.26538,25.74944,6.43736,20.0,0.0,1.0,278.0,0,0,1,0,0,2013-12-12,1,0,2013,12,3
962,11.6666666667,8.33333333333,4.44444444444,7.22222222222,5.0,3.33333333333,89.0,76.0,63.0,77.0636,76.9112,76.835,16.0934,14.48406,11.26538,19.31208,6.43736,14.0,0.0,2.0,353.0,0,0,1,0,0,2013-12-13,1,0,2013,12,4
392,16.1111111111,10.0,3.88888888889,5.55555555556,2.77777777778,0.555555555556,85.0,61.0,36.0,77.216,77.089,77.0128,16.0934,16.0934,12.87472,14.48406,3.21868,10.0,0.0,1.0,263.0,0,0,1,0,0,2013-12-14,0,0,2013,12,5
319,15.5555555556,10.0,4.44444444444,6.66666666667,3.33333333333,1.11111111111,76.0,60.0,43.0,77.1144,76.962,76.8096,16.0934,14.48406,11.26538,16.0934,3.21868,12.0,0.0,3.0,102.0,0,0,1,0,0,2013-12-15,0,0,2013,12,6
946,18.3333333333,12.2222222222,6.11111111111,6.66666666667,2.77777777778,0.555555555556,77.0,54.0,31.0,76.7842,76.6572,76.5302,16.0934,16.0934,16.0934,16.0934,3.21868,13.0,0.0,5.0,113.0,0,0,1,0,0,2013-12-16,1,0,2013,12,0
975,15.0,11.6666666667,7.77777777778,7.77777777778,5.0,2.22222222222,77.0,60.0,43.0,76.6572,76.4794,76.3016,14.48406,9.65604,8.0467,11.26538,4.82802,8.0,0.0,6.0,96.0,0,0,1,0,0,2013-12-17,1,0,2013,12,1
928,13.8888888889,10.5555555556,6.66666666667,7.77777777778,6.11111111111,3.33333333333,77.0,72.0,66.0,76.2762,75.9714,75.692,16.0934,14.48406,9.65604,56.3269,19.31208,40.0,0.0,6.0,274.0,0,0,1,0,0,2013-12-18,1,0,2013,12,2
935,15.0,11.6666666667,8.33333333333,6.11111111111,2.22222222222,-5.0,77.0,52.0,27.0,76.0476,75.7682,75.5396,16.0934,16.0934,16.0934,57.93624,19.31208,43.0,0.0,2.0,306.0,0,0,1,0,0,2013-12-19,1,0,2013,12,3
867,15.5555555556,10.0,4.44444444444,6.11111111111,0.0,-6.11111111111,71.0,50.0,29.0,76.2508,76.1492,76.0476,16.0934,16.0934,16.0934,24.1401,8.0467,18.0,0.0,1.0,257.0,0,0,1,0,0,2013-12-20,1,0,2013,12,4
354,15.5555555556,12.2222222222,8.33333333333,8.33333333333,7.22222222222,6.11111111111,86.0,74.0,62.0,76.4286,76.2762,76.1492,16.0934,16.0934,16.0934,27.35878,11.26538,21.0,0.0,1.0,288.0,0,0,1,0,0,2013-12-21,0,0,2013,12,5
307,18.3333333333,12.2222222222,6.11111111111,8.33333333333,5.55555555556,2.77777777778,89.0,64.0,39.0,76.9366,76.7334,76.454,16.0934,16.0934,16.0934,14.48406,1.60934,10.0,0.0,1.0,337.0,0,0,1,0,0,2013-12-22,0,0,2013,12,6
651,15.5555555556,11.1111111111,6.66666666667,7.22222222222,4.44444444444,2.77777777778,80.0,64.0,47.0,77.216,77.089,76.962,16.0934,14.48406,11.26538,12.87472,1.60934,9.0,0.0,1.0,32.0,0,0,1,0,0,2013-12-23,1,0,2013,12,0
336,15.0,11.1111111111,7.22222222222,8.33333333333,5.0,3.33333333333,76.0,64.0,51.0,77.0636,76.8858,76.7334,16.0934,14.48406,11.26538,12.87472,3.21868,24.0,0.0,2.0,308.0,0,0,1,0,0,2013-12-24,1,0,2013,12,1
360,17.2222222222,11.6666666667,5.55555555556,6.66666666667,4.44444444444,2.22222222222,76.0,60.0,43.0,76.9366,76.835,76.708,16.0934,16.0934,14.48406,9.65604,1.60934,8.0,0.0,0.0,218.0,0,0,1,0,0,2013-12-25,0,1,2013,12,2
422,16.6666666667,11.6666666667,6.11111111111,7.77777777778,5.0,3.33333333333,83.0,63.0,43.0,76.8604,76.7588,76.6318,16.0934,14.48406,11.26538,11.26538,1.60934,8.0,0.0,0.0,24.0,0,0,1,0,0,2013-12-26,1,0,2013,12,3
425,13.8888888889,10.0,6.11111111111,7.22222222222,5.0,2.77777777778,76.0,64.0,51.0,76.8096,76.6826,76.5302,16.0934,16.0934,12.87472,12.87472,3.21868,9.0,0.0,4.0,60.0,0,0,1,0,0,2013-12-27,1,0,2013,12,4
403,17.2222222222,11.1111111111,4.44444444444,7.22222222222,3.33333333333,-1.66666666667,85.0,59.0,32.0,76.6064,76.454,76.3016,16.0934,16.0934,14.48406,16.0934,3.21868,13.0,0.0,0.0,262.0,0,0,1,0,0,2013-12-28,0,0,2013,12,5
318,20.0,12.7777777778,5.55555555556,2.77777777778,-1.66666666667,-8.88888888889,71.0,43.0,14.0,76.6572,76.5302,76.454,16.0934,16.0934,16.0934,20.92142,4.82802,26.0,0.0,0.0,129.0,0,0,1,0,0,2013-12-29,0,0,2013,12,6
605,15.0,10.5555555556,5.55555555556,7.77777777778,4.44444444444,0.555555555556,86.0,65.0,43.0,76.8604,76.7588,76.6572,16.0934,16.0934,14.48406,20.92142,4.82802,15.0,0.0,3.0,312.0,0,0,1,0,0,2013-12-30,1,0,2013,12,0
505,15.0,10.0,5.0,7.22222222222,4.44444444444,1.66666666667,93.0,73.0,53.0,76.9112,76.7588,76.6318,16.0934,11.26538,0.0,20.92142,4.82802,15.0,0.0,3.0,278.0,1,0,0,0,0,2013-12-31,1,0,2013,12,1
359,13.3333333333,9.44444444444,5.0,7.22222222222,4.44444444444,2.22222222222,83.0,69.0,55.0,76.7588,76.6318,76.5302,16.0934,14.48406,11.26538,14.48406,1.60934,10.0,0.0,3.0,290.0,0,0,1,0,0,2014-01-01,0,1,2014,1,2
767,16.6666666667,11.6666666667,6.11111111111,7.22222222222,3.88888888889,1.11111111111,80.0,58.0,36.0,76.6572,76.4794,76.3524,16.0934,16.0934,16.0934,9.65604,1.60934,6.0,0.0,3.0,146.0,0,0,1,0,0,2014-01-02,1,0,2014,1,3
779,17.7777777778,12.2222222222,6.66666666667,7.77777777778,5.0,1.11111111111,80.0,59.0,37.0,76.4032,76.2508,76.0984,16.0934,16.0934,14.48406,22.53076,6.43736,16.0,0.0,3.0,297.0,0,0,1,0,0,2014-01-03,1,0,2014,1,4
356,18.8888888889,12.7777777778,6.11111111111,7.77777777778,5.55555555556,0.555555555556,93.0,65.0,36.0,76.4286,76.2508,76.1746,16.0934,9.65604,0.0,24.1401,3.21868,18.0,0.0,2.0,266.0,1,0,0,0,0,2014-01-04,0,0,2014,1,5
296,18.8888888889,12.7777777778,6.66666666667,3.33333333333,0.0,-2.77777777778,65.0,45.0,24.0,76.7334,76.6064,76.4286,16.0934,16.0934,16.0934,22.53076,8.0467,15.0,0.0,0.0,125.0,0,0,1,0,0,2014-01-05,0,0,2014,1,6
915,15.5555555556,11.1111111111,6.66666666667,7.22222222222,4.44444444444,0.0,71.0,61.0,51.0,76.9112,76.7334,76.6318,16.0934,16.0934,11.26538,14.48406,3.21868,10.0,0.0,5.0,75.0,0,0,1,0,0,2014-01-06,1,0,2014,1,0
967,16.1111111111,12.2222222222,7.77777777778,11.1111111111,7.22222222222,3.88888888889,86.0,70.0,53.0,76.7588,76.6572,76.5556,16.0934,14.48406,11.26538,24.1401,6.43736,17.0,0.0,5.0,304.0,0,0,0,1,0,2014-01-07,1,0,2014,1,1
967,15.0,13.3333333333,11.1111111111,10.5555555556,8.88888888889,7.77777777778,86.0,79.0,72.0,76.8096,76.708,76.6064,16.0934,14.48406,4.82802,32.1868,14.48406,24.0,0.0254,7.0,281.0,0,0,1,0,0,2014-01-08,1,0,2014,1,2
980,15.5555555556,13.3333333333,11.1111111111,10.0,8.33333333333,6.11111111111,89.0,73.0,57.0,76.8858,76.7842,76.708,16.0934,16.0934,8.0467,40.2335,19.31208,31.0,0.0,5.0,287.0,0,0,1,0,0,2014-01-09,1,0,2014,1,3
983,15.5555555556,12.2222222222,8.88888888889,8.88888888889,7.77777777778,6.11111111111,89.0,75.0,60.0,76.9874,76.835,76.6826,16.0934,14.48406,9.65604,24.1401,9.65604,17.0,0.0,4.0,310.0,0,0,1,0,0,2014-01-10,1,0,2014,1,4
247,14.4444444444,11.1111111111,7.77777777778,10.5555555556,7.77777777778,5.55555555556,93.0,83.0,72.0,76.962,76.7842,76.6064,16.0934,16.0934,9.65604,28.96812,9.65604,22.0,0.0,4.0,281.0,0,0,1,0,0,2014-01-11,0,0,2014,1,5
351,15.5555555556,11.6666666667,7.77777777778,8.33333333333,5.55555555556,2.22222222222,93.0,70.0,47.0,77.216,77.0382,76.8858,16.0934,16.0934,11.26538,27.35878,11.26538,20.0,0.0,2.0,313.0,0,0,1,0,0,2014-01-12,0,0,2014,1,6
1015,19.4444444444,12.7777777778,5.55555555556,6.66666666667,2.77777777778,0.0,71.0,50.0,28.0,77.3938,77.216,77.089,16.0934,16.0934,16.0934,28.96812,4.82802,22.0,0.0,1.0,88.0,0,0,1,0,0,2014-01-13,1,0,2014,1,0
1027,22.2222222222,14.4444444444,6.66666666667,5.55555555556,2.77777777778,-3.33333333333,71.0,45.0,19.0,77.343,77.1652,77.0128,16.0934,16.0934,16.0934,19.31208,3.21868,15.0,0.0,0.0,134.0,0,0,1,0,0,2014-01-14,1,0,2014,1,1
1100,22.7777777778,16.1111111111,8.88888888889,4.44444444444,1.11111111111,-3.88888888889,71.0,44.0,17.0,77.089,76.8858,76.708,16.0934,16.0934,16.0934,16.0934,4.82802,13.0,0.0,0.0,131.0,0,0,1,0,0,2014-01-15,1,0,2014,1,2
1097,22.7777777778,15.5555555556,7.77777777778,6.66666666667,1.66666666667,-2.77777777778,71.0,45.0,19.0,76.8096,76.6572,76.5302,16.0934,16.0934,16.0934,12.87472,3.21868,10.0,0.0,0.0,125.0,0,0,1,0,0,2014-01-16,1,0,2014,1,3
1014,19.4444444444,13.3333333333,7.22222222222,7.22222222222,3.88888888889,1.66666666667,71.0,53.0,34.0,76.708,76.581,76.4794,16.0934,14.48406,8.0467,8.0467,1.60934,7.0,0.0,0.0,128.0,0,0,1,0,0,2014-01-17,1,0,2014,1,4
443,19.4444444444,12.7777777778,6.11111111111,8.33333333333,3.88888888889,0.0,77.0,57.0,36.0,76.6572,76.4794,76.3524,16.0934,14.48406,11.26538,11.26538,1.60934,12.0,0.0,0.0,128.0,0,0,1,0,0,2014-01-18,0,0,2014,1,5
397,19.4444444444,12.7777777778,6.11111111111,6.66666666667,3.33333333333,1.11111111111,76.0,54.0,32.0,76.5556,76.454,76.3524,16.0934,16.0934,12.87472,11.26538,3.21868,7.0,0.0,1.0,110.0,0,0,1,0,0,2014-01-19,0,0,2014,1,6
615,18.8888888889,12.7777777778,6.11111111111,8.88888888889,5.0,1.11111111111,76.0,60.0,43.0,76.7842,76.6318,76.5048,16.0934,14.48406,11.26538,14.48406,3.21868,9.0,0.0,1.0,354.0,0,0,1,0,0,2014-01-20,0,1,2014,1,0
1011,20.0,13.3333333333,6.11111111111,6.66666666667,2.77777777778,-3.88888888889,76.0,48.0,20.0,76.8858,76.7334,76.6064,16.0934,16.0934,16.0934,19.31208,3.21868,13.0,0.0,3.0,258.0,0,0,1,0,0,2014-01-21,1,0,2014,1,1
1071,18.3333333333,12.7777777778,6.66666666667,8.33333333333,5.0,-0.555555555556,77.0,64.0,51.0,76.6318,76.327,76.0222,16.0934,16.0934,16.0934,28.96812,8.0467,22.0,0.0,1.0,304.0,0,0,1,0,0,2014-01-22,1,0,2014,1,2
1094,20.5555555556,13.8888888889,6.66666666667,8.33333333333,3.33333333333,-2.77777777778,80.0,51.0,21.0,76.2508,76.0222,75.8952,16.0934,14.48406,11.26538,27.35878,8.0467,21.0,0.0,0.0,61.0,0,0,1,0,0,2014-01-23,1,0,2014,1,3
1021,17.7777777778,12.7777777778,7.77777777778,8.33333333333,5.0,0.0,80.0,56.0,32.0,76.9112,76.6064,76.2762,16.0934,12.87472,6.43736,14.48406,4.82802,9.0,0.0,3.0,5.0,0,0,1,0,0,2014-01-24,1,0,2014,1,4
444,18.3333333333,13.8888888889,8.88888888889,8.88888888889,6.11111111111,1.11111111111,83.0,60.0,37.0,76.8858,76.6826,76.5302,16.0934,14.48406,11.26538,19.31208,3.21868,13.0,0.0,2.0,281.0,0,0,1,0,0,2014-01-25,0,0,2014,1,5
390,18.8888888889,13.8888888889,8.88888888889,8.88888888889,6.11111111111,0.555555555556,83.0,65.0,46.0,76.5556,76.4286,76.2762,16.0934,16.0934,14.48406,33.79614,9.65604,24.0,0.0,3.0,317.0,0,0,1,0,0,2014-01-26,0,0,2014,1,6
959,15.0,12.2222222222,8.88888888889,8.88888888889,7.77777777778,6.11111111111,83.0,73.0,62.0,76.7334,76.581,76.4032,16.0934,16.0934,11.26538,28.96812,9.65604,20.0,0.0,6.0,301.0,0,0,1,0,0,2014-01-27,1,0,2014,1,0
1026,18.3333333333,15.0,11.6666666667,13.8888888889,11.6666666667,8.33333333333,90.0,81.0,72.0,76.8858,76.7588,76.708,16.0934,16.0934,3.21868,27.35878,8.0467,21.0,0.0,7.0,290.0,0,0,1,0,0,2014-01-28,1,0,2014,1,1
952,17.2222222222,15.0,12.2222222222,13.8888888889,12.2222222222,10.0,93.0,89.0,84.0,76.708,76.4794,76.2,16.0934,16.0934,11.26538,32.1868,12.87472,22.0,0.0,8.0,282.0,0,0,0,1,0,2014-01-29,1,0,2014,1,2
946,14.4444444444,12.7777777778,11.1111111111,10.5555555556,8.88888888889,7.77777777778,93.0,80.0,67.0,76.1492,75.9714,75.8952,16.0934,16.0934,14.48406,48.2802,22.53076,38.0,0.0,6.0,267.0,0,0,0,1,0,2014-01-30,1,0,2014,1,3
839,15.5555555556,12.2222222222,8.33333333333,7.77777777778,5.55555555556,2.22222222222,86.0,63.0,39.0,76.4286,76.3016,75.9968,16.0934,16.0934,14.48406,51.49888,19.31208,38.0,0.0,1.0,285.0,0,0,1,0,0,2014-01-31,1,0,2014,1,4
383,15.0,10.5555555556,5.55555555556,6.11111111111,3.88888888889,2.22222222222,82.0,63.0,43.0,76.6318,76.5048,76.4032,16.0934,16.0934,16.0934,32.1868,9.65604,23.0,0.0,1.0,270.0,0,0,1,0,0,2014-02-01,0,0,2014,2,5
128,14.4444444444,11.6666666667,8.33333333333,6.66666666667,5.55555555556,2.22222222222,86.0,74.0,61.0,76.3016,75.9968,75.819,16.0934,12.87472,6.43736,46.67086,19.31208,33.0,2.159,7.0,111.0,0,0,0,1,0,2014-02-02,0,0,2014,2,6
962,13.3333333333,10.5555555556,7.77777777778,6.11111111111,5.0,3.88888888889,82.0,69.0,55.0,76.4286,76.3016,76.1746,16.0934,16.0934,16.0934,40.2335,17.70274,32.0,0.0,3.0,306.0,0,0,1,0,0,2014-02-03,1,0,2014,2,0
994,12.7777777778,10.0,6.66666666667,6.66666666667,4.44444444444,2.22222222222,83.0,67.0,50.0,76.6318,76.5048,76.4286,16.0934,16.0934,16.0934,33.79614,11.26538,23.0,0.0,4.0,288.0,0,0,1,0,0,2014-02-04,1,0,2014,2,1
862,12.7777777778,9.44444444444,6.11111111111,7.77777777778,5.55555555556,3.33333333333,86.0,73.0,59.0,76.7334,76.581,76.3524,16.0934,16.0934,16.0934,27.35878,11.26538,24.0,0.2286,6.0,255.0,0,0,0,1,0,2014-02-05,1,0,2014,2,2
486,11.1111111111,10.0,8.88888888889,11.1111111111,8.88888888889,5.55555555556,100.0,90.0,80.0,76.327,76.0984,75.9714,16.0934,12.87472,3.21868,32.1868,11.26538,23.0,1.6256,8.0,100.0,0,0,0,1,0,2014-02-06,1,0,2014,2,3
466,13.3333333333,12.2222222222,10.5555555556,12.2222222222,10.5555555556,9.44444444444,100.0,92.0,83.0,76.4032,76.3016,76.2,16.0934,14.48406,4.82802,49.88954,17.70274,40.0,0.5842,8.0,152.0,0,0,0,1,0,2014-02-07,1,0,2014,2,4
94,15.0,13.3333333333,11.6666666667,14.4444444444,12.7777777778,9.44444444444,100.0,92.0,83.0,76.581,76.454,76.3524,16.0934,8.0467,3.21868,45.06152,20.92142,37.0,1.0668,8.0,164.0,0,0,0,1,0,2014-02-08,0,0,2014,2,5
81,15.0,13.8888888889,12.7777777778,14.4444444444,13.3333333333,11.1111111111,100.0,92.0,83.0,76.6064,76.5048,76.3524,16.0934,9.65604,3.21868,33.79614,14.48406,26.0,0.889,8.0,174.0,0,0,0,1,0,2014-02-09,0,0,2014,2,6
803,13.8888888889,12.2222222222,10.5555555556,12.2222222222,11.1111111111,10.0,100.0,93.0,86.0,76.9366,76.7842,76.5556,16.0934,14.48406,3.21868,27.35878,16.0934,20.0,0.0,7.0,274.0,0,0,0,1,0,2014-02-10,1,0,2014,2,0
939,13.3333333333,11.6666666667,9.44444444444,10.5555555556,9.44444444444,8.88888888889,100.0,92.0,83.0,76.8604,76.7588,76.6572,16.0934,16.0934,11.26538,35.40548,14.48406,26.0,0.0,6.0,287.0,0,0,1,0,0,2014-02-11,1,0,2014,2,1
1015,13.3333333333,10.5555555556,7.77777777778,10.5555555556,8.88888888889,7.22222222222,100.0,92.0,83.0,76.9366,76.8096,76.708,16.0934,11.26538,0.0,28.96812,9.65604,22.0,0.0,6.0,278.0,1,0,0,0,0,2014-02-12,1,0,2014,2,2
937,19.4444444444,15.0,10.0,13.8888888889,11.6666666667,10.0,100.0,87.0,73.0,76.7842,76.6318,76.4794,16.0934,9.65604,0.0,24.1401,12.87472,20.0,0.0,6.0,288.0,1,0,0,0,0,2014-02-13,1,0,2014,2,3
958,18.8888888889,16.1111111111,13.3333333333,12.7777777778,12.2222222222,10.0,100.0,80.0,60.0,76.6572,76.5302,76.3524,16.0934,12.87472,3.21868,22.53076,8.0467,16.0,0.0,7.0,293.0,0,0,1,0,0,2014-02-14,1,0,2014,2,4
415,16.6666666667,13.8888888889,11.1111111111,12.7777777778,11.1111111111,9.44444444444,93.0,83.0,72.0,76.327,76.2508,76.2,16.0934,16.0934,11.26538,27.35878,8.0467,21.0,0.0,7.0,174.0,0,0,0,1,0,2014-02-15,0,0,2014,2,5
415,17.2222222222,13.8888888889,10.0,12.2222222222,8.33333333333,4.44444444444,93.0,68.0,43.0,76.7334,76.5556,76.3524,16.0934,16.0934,9.65604,32.1868,12.87472,23.0,0.0254,3.0,292.0,0,0,1,0,0,2014-02-16,0,0,2014,2,6
464,16.1111111111,12.2222222222,7.77777777778,9.44444444444,7.22222222222,5.55555555556,86.0,69.0,51.0,76.6826,76.6064,76.4794,16.0934,16.0934,16.0934,33.79614,16.0934,25.0,0.0,3.0,280.0,0,0,1,0,0,2014-02-17,0,1,2014,2,0
1013,16.6666666667,12.7777777778,8.88888888889,11.6666666667,9.44444444444,7.22222222222,93.0,80.0,67.0,76.708,76.581,76.5048,16.0934,16.0934,8.0467,35.40548,12.87472,25.0,0.0,5.0,272.0,0,0,1,0,0,2014-02-18,1,0,2014,2,1
1012,16.6666666667,13.8888888889,10.5555555556,12.2222222222,8.88888888889,6.11111111111,93.0,72.0,51.0,76.7588,76.6064,76.5048,16.0934,16.0934,16.0934,37.01482,22.53076,26.0,0.0254,4.0,276.0,0,0,1,0,0,2014-02-19,1,0,2014,2,2
974,19.4444444444,13.3333333333,7.22222222222,8.33333333333,6.66666666667,5.0,86.0,65.0,43.0,76.7588,76.6318,76.5048,16.0934,16.0934,14.48406,28.96812,9.65604,22.0,0.0,4.0,277.0,0,0,1,0,0,2014-02-20,1,0,2014,2,3
937,20.5555555556,14.4444444444,8.33333333333,10.5555555556,7.77777777778,4.44444444444,86.0,61.0,35.0,76.5048,76.3524,76.2,16.0934,16.0934,16.0934,35.40548,11.26538,26.0,0.0,1.0,282.0,0,0,1,0,0,2014-02-21,1,0,2014,2,4
466,18.8888888889,13.3333333333,7.77777777778,11.1111111111,8.88888888889,6.11111111111,93.0,78.0,63.0,76.2762,76.1746,76.0476,16.0934,16.0934,16.0934,37.01482,14.48406,28.0,0.0,2.0,286.0,0,0,1,0,0,2014-02-22,0,0,2014,2,5
317,17.2222222222,12.7777777778,7.77777777778,11.1111111111,8.33333333333,6.66666666667,93.0,81.0,69.0,76.3016,76.2,76.0984,16.0934,14.48406,9.65604,37.01482,12.87472,26.0,0.0,3.0,268.0,0,0,1,0,0,2014-02-23,0,0,2014,2,6
1011,21.6666666667,14.4444444444,7.22222222222,11.6666666667,8.33333333333,5.0,89.0,65.0,40.0,76.2254,76.0984,75.9714,16.0934,16.0934,16.0934,27.35878,9.65604,21.0,0.0,1.0,302.0,0,0,1,0,0,2014-02-24,1,0,2014,2,0
1090,16.6666666667,12.7777777778,8.88888888889,11.6666666667,8.88888888889,7.22222222222,89.0,78.0,67.0,76.1746,76.073,75.9968,16.0934,14.48406,11.26538,32.1868,9.65604,23.0,0.0,6.0,215.0,0,0,1,0,0,2014-02-25,1,0,2014,2,1
392,15.5555555556,13.8888888889,12.2222222222,13.3333333333,11.1111111111,8.33333333333,93.0,80.0,67.0,76.0984,75.7936,75.4126,16.0934,14.48406,6.43736,49.88954,24.1401,39.0,1.0922,8.0,147.0,0,0,0,1,0,2014-02-26,1,0,2014,2,2
